,domain,availability
1385,.agakhan,"HTTPConnectionPool(host='www.example.agakhan', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x00000189CB3C3C88>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
1386,.cat,"HTTPConnectionPool(host='www.example.cat', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x00000189CB3CF470>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
1387,.accountants,"HTTPConnectionPool(host='www.example.accountants', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x00000189CB3CFC18>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
1388,.onl,"HTTPConnectionPool(host='www.example.onl', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x00000189CB3DE400>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
1389,.sbs,"HTTPConnectionPool(host='www.example.sbs', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x00000189CB3DEBA8>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
1390,.ge,True
1391,.prof,"HTTPConnectionPool(host='www.example.prof', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x00000189CB336208>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
1392,.credit,"HTTPConnectionPool(host='www.example.credit', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x00000189CB3EA978>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
1393,.yamaxun,"HTTPConnectionPool(host='www.example.yamaxun', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x00000189CB3F4748>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
1394,.wang,"HTTPConnectionPool(host='www.example.wang', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x00000189CB3F4F60>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
1395,.samsung,"HTTPConnectionPool(host='www.example.samsung', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x00000189CB408748>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
1396,.auction,"HTTPConnectionPool(host='www.example.auction', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x00000189CB328AC8>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
1397,.gp,"HTTPConnectionPool(host='www.example.gp', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x00000189CB408D30>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
1398,.lplfinancial,"HTTPConnectionPool(host='www.example.lplfinancial', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x00000189CB41A518>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
1399,.bo,"HTTPConnectionPool(host='www.example.bo', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x00000189CB41ACC0>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
1400,.br,"HTTPConnectionPool(host='www.example.br', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x00000189CB4294A8>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
1401,.villas,"HTTPConnectionPool(host='www.example.villas', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x00000189CB429C18>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
1402,.tirol,"HTTPConnectionPool(host='www.example.tirol', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x00000189CB438400>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
1403,.green,"HTTPConnectionPool(host='www.example.green', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x00000189CB438BA8>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
1404,.java,"HTTPConnectionPool(host='www.example.java', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x00000189CB445390>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
1405,.black,"HTTPConnectionPool(host='www.example.black', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x00000189CB445B38>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
1406,.hsbc,"HTTPConnectionPool(host='www.example.hsbc', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x00000189CB452320>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
1407,.sap,"HTTPConnectionPool(host='www.example.sap', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x00000189CB452AC8>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
1408,.abudhabi,"HTTPConnectionPool(host='www.example.abudhabi', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x00000189CB4612B0>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
1409,.lr,"HTTPConnectionPool(host='www.example.lr', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x00000189CB461A58>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
1410,.ntt,"HTTPConnectionPool(host='www.example.ntt', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x00000189CB46F240>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
1411,.cruises,"HTTPConnectionPool(host='www.example.cruises', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x00000189CB46F9E8>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
1412,.canon,"HTTPConnectionPool(host='www.example.canon', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x00000189CB47E1D0>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
1413,.creditcard,"HTTPConnectionPool(host='www.example.creditcard', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x00000189CB47E978>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
1414,.嘉里大酒店,"HTTPConnectionPool(host='www.example.xn--w4r85el8fhu5dnra', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x00000189CB489160>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
1415,.gov,"HTTPConnectionPool(host='www.example.gov', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x00000189CB489908>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
1416,.statoil,"HTTPConnectionPool(host='www.example.statoil', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x00000189CB49D0F0>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
1417,.training,"HTTPConnectionPool(host='www.example.training', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x00000189CB49D898>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
1418,.drive,"HTTPConnectionPool(host='www.example.drive', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x00000189CB4A9080>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
1419,.website,"HTTPConnectionPool(host='www.example.website', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x00000189CB4A9828>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
1420,.author,"HTTPConnectionPool(host='www.example.author', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x00000189CB4A9FD0>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
1421,.pin,"HTTPConnectionPool(host='www.example.pin', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x00000189CB4BA7B8>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
1422,.abarth,"HTTPConnectionPool(host='www.example.abarth', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x00000189CB4BAF60>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
1423,.bargains,"HTTPConnectionPool(host='www.example.bargains', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x00000189CB4C7748>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
1424,.pohl,"HTTPConnectionPool(host='www.example.pohl', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x00000189CB4C7EF0>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
1425,.game,"HTTPConnectionPool(host='www.example.game', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x00000189CB4D56D8>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
1426,.locker,"HTTPConnectionPool(host='www.example.locker', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x00000189CB4D5E80>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
1427,.gd,"HTTPConnectionPool(host='www.example.gd', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x00000189CB4E3668>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
1428,.legal,"HTTPConnectionPool(host='www.example.legal', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x00000189CB4E3E10>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
1429,.etisalat,"HTTPConnectionPool(host='www.example.etisalat', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x00000189CB4F25F8>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
1430,.nec,"HTTPConnectionPool(host='www.example.nec', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x00000189CB4F2DA0>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
1431,.monash,"HTTPConnectionPool(host='www.example.monash', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x00000189CB501588>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
1432,.hangout,"HTTPConnectionPool(host='www.example.hangout', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x00000189CB501D30>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
1433,.reliance,"HTTPConnectionPool(host='www.example.reliance', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x00000189CB50F518>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
1434,.melbourne,"HTTPConnectionPool(host='www.example.melbourne', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x00000189CB50FCC0>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
1435,.mg,"HTTPConnectionPool(host='www.example.mg', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x00000189CB51D4A8>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
